pvalues_RARa_low padj_RARa_low
RBPJ 0.0710783457303001 0.398828495486684
Nr5a2 0.0858850784119686 0.460587234669495
ESR2 0.0858850784119686 0.460587234669495
IRF9 0.0858850784119686 0.460587234669495
MSC 0.0858850784119686 0.460587234669495
RARA-RXRA-DR3 0.0858850784119686 0.460587234669495
Spz1 0.102885859686558 0.502813152984308
Myog 0.102885859686558 0.502813152984308
RHOXF1 0.102885859686558 0.502813152984308
NR3C2 0.102885859686558 0.502813152984308
HIC2 0.102885859686558 0.502813152984308
Hic1 0.102885859686558 0.502813152984308
HES5 0.102885859686558 0.502813152984308
Tcf21 0.102885859686558 0.502813152984308
BATF3 0.102885859686558 0.502813152984308
MITF 0.102885859686558 0.502813152984308
FOSL1-JUN(var.2) 0.102885859686558 0.502813152984308
Gfi1 0.122206754083343 0.565322847133633
NRF1 0.122206754083343 0.565322847133633
SREBF2 0.122206754083343 0.565322847133633
Six3 0.122206754083343 0.565322847133633
MLX 0.122206754083343 0.565322847133633
ONECUT1 0.122206754083343 0.565322847133633
SMAD3 0.122206754083343 0.565322847133633
Gfi1b 0.143940555537117 0.605749837885368
FOXH1 0.143940555537117 0.605749837885368
Esrrg 0.143940555537117 0.605749837885368
NEUROG2 0.143940555537117 0.605749837885368
EGR2 0.143940555537117 0.605749837885368
MYBL1 0.143940555537117 0.605749837885368
NRL 0.143940555537117 0.605749837885368
FOXD2 0.143940555537117 0.605749837885368
RXRG 0.143940555537117 0.605749837885368
DUXA 0.143940555537117 0.605749837885368
ZEB1 0.143940555537117 0.605749837885368
RARA-RXRA-DR8 0.143940555537117 0.605749837885368
RARA-RXRA-IR3 0.143940555537117 0.605749837885368
Myod1 0.168139453597325 0.648996871847002
Gata1 0.168139453597325 0.648996871847002
FOXP2 0.168139453597325 0.648996871847002
Mlxip 0.168139453597325 0.648996871847002
GLIS1 0.168139453597325 0.648996871847002
Ascl2 0.168139453597325 0.648996871847002
CEBPE 0.168139453597325 0.648996871847002
CEBPG 0.168139453597325 0.648996871847002
RXRB 0.168139453597325 0.648996871847002
Hmx1 0.168139453597325 0.648996871847002
GATA6 0.168139453597325 0.648996871847002
FOSB-JUN 0.168139453597325 0.648996871847002
FOSL2-JUN(var.2) 0.168139453597325 0.648996871847002
JUN 0.194808537721413 0.702702225352241
HNF4G 0.194808537721413 0.702702225352241
FOXA1 0.194808537721413 0.702702225352241
IRF1 0.194808537721413 0.702702225352241
Nfe2l2 0.194808537721413 0.702702225352241
Atf3 0.194808537721413 0.702702225352241
GRHL1 0.194808537721413 0.702702225352241
Sox1 0.194808537721413 0.702702225352241
FOSL1-JUNB 0.194808537721413 0.702702225352241
RORC 0.194808537721413 0.702702225352241
IRF4 0.194808537721413 0.702702225352241
NFIC-TLX1 0.223900586378437 0.758009806398509
USF1 0.223900586378437 0.758009806398509
Neurog1 0.223900586378437 0.758009806398509
NKX3-2 0.223900586378437 0.758009806398509
ATF7 0.223900586378437 0.758009806398509
FOXO4 0.223900586378437 0.758009806398509
NFIC 0.223900586378437 0.758009806398509
NR1A4-RXRA 0.223900586378437 0.758009806398509
IRF5 0.223900586378437 0.758009806398509
RARA-RXRA-DR7 0.223900586378437 0.758009806398509
RARA-RXRA-IR6 0.223900586378437 0.758009806398509
FOXD1 0.255312555680001 0.801654967575548
RXRA-VDR 0.255312555680001 0.801654967575548
JUND 0.255312555680001 0.801654967575548
Ar 0.255312555680001 0.801654967575548
OLIG3 0.255312555680001 0.801654967575548
FOXO6 0.255312555680001 0.801654967575548
TP63 0.255312555680001 0.801654967575548
TP73 0.255312555680001 0.801654967575548
Hmx2 0.255312555680001 0.801654967575548
CREB1 0.255312555680001 0.801654967575548
FOXK1 0.255312555680001 0.801654967575548
FOXK2 0.255312555680001 0.801654967575548
FOS-JUN(var.2) 0.255312555680001 0.801654967575548
FOSL2-JUNB(var.2) 0.255312555680001 0.801654967575548
IRF2 0.288884116054321 0.853969630872774
Nr2e3 0.288884116054321 0.853969630872774
JDP2(var.2) 0.288884116054321 0.853969630872774
TBX20 0.288884116054321 0.853969630872774
NR3C1 0.288884116054321 0.853969630872774
RFX3 0.288884116054321 0.853969630872774
BHLHE22 0.288884116054321 0.853969630872774
SOX8 0.288884116054321 0.853969630872774
Hmx3 0.288884116054321 0.853969630872774
MXI1 0.288884116054321 0.853969630872774
NEUROD1 0.288884116054321 0.853969630872774
FOSL1-JUN 0.288884116054321 0.853969630872774
TAL1-TCF3 0.324398487233553 0.889527073590648
CTCF 0.324398487233553 0.889527073590648
FOXG1 0.324398487233553 0.889527073590648
Foxj2 0.324398487233553 0.889527073590648
Rhox11 0.324398487233553 0.889527073590648
FOXI1 0.324398487233553 0.889527073590648
GCM1 0.324398487233553 0.889527073590648
OLIG2 0.324398487233553 0.889527073590648
ZBED1 0.324398487233553 0.889527073590648
IRF7 0.324398487233553 0.889527073590648
RFX4 0.324398487233553 0.889527073590648
Atoh1 0.324398487233553 0.889527073590648
CEBPD 0.324398487233553 0.889527073590648
MAFF 0.324398487233553 0.889527073590648
MYCN 0.324398487233553 0.889527073590648
FOS-JUNB 0.324398487233553 0.889527073590648
NFIL3 0.361585696915549 0.948575464635597
HLTF 0.361585696915549 0.948575464635597
Rfx1 0.361585696915549 0.948575464635597
NFYB 0.361585696915549 0.948575464635597
TFAP4 0.361585696915549 0.948575464635597
NFE2 0.361585696915549 0.948575464635597
TP53 0.361585696915549 0.948575464635597
FOXP1 0.361585696915549 0.948575464635597
NR4A1 0.361585696915549 0.948575464635597
FOSL1-JUND 0.361585696915549 0.948575464635597
Foxd3 0.400128245229589 1
Foxa2 0.400128245229589 1
YY1 0.400128245229589 1
Bhlha15 0.400128245229589 1
HLF 0.400128245229589 1
POU6F2 0.400128245229589 1
CEBPB 0.400128245229589 1
Hoxd3 0.400128245229589 1
MAFK 0.400128245229589 1
TWIST1 0.400128245229589 1
RARA-RXRA-DR0 0.400128245229589 1
Foxo1 0.4396690062458 1
DUX4 0.4396690062458 1
Dux 0.4396690062458 1
ZNF143 0.4396690062458 1
MYBL2 0.4396690062458 1
Mafb 0.4396690062458 1
MYC 0.4396690062458 1
PBX2 0.4396690062458 1
FOSB-JUNB(var.2) 0.4396690062458 1
Arid3a 0.479821051262018 1
JUND(var.2) 0.479821051262018 1
JUNB 0.479821051262018 1
SREBF1 0.479821051262018 1
SCRT2 0.479821051262018 1
GCM2 0.479821051262018 1
Arx 0.479821051262018 1
Dmbx1 0.479821051262018 1
FOS-JUN 0.479821051262018 1
RARA-RXRA-IR4 0.479821051262018 1
Sox3 0.520178948737983 1
FOS 0.520178948737983 1
JDP2 0.520178948737983 1
RARA 0.520178948737983 1
BCL6B 0.520178948737983 1
GLIS3 0.520178948737983 1
SCRT1 0.520178948737983 1
RFX2 0.520178948737983 1
FOXC2 0.520178948737983 1
FOSL2-JUND(var.2) 0.520178948737983 1
NR4A2-RXRA 0.520178948737983 1
RORB 0.520178948737983 1
RARA-RXRA-IR1 0.520178948737983 1
FOSL1 0.5603309937542 1
Hoxa9 0.5603309937542 1
THAP1 0.5603309937542 1
KLF13 0.5603309937542 1
FOXP3 0.5603309937542 1
BACH2 0.5603309937542 1
FOSB-JUNB 0.5603309937542 1
JUNB(var.2) 0.5603309937542 1
FOSL2-JUND 0.5603309937542 1
MAX-MYC 0.599871754770411 1
NR4A2 0.599871754770411 1
MEF2C 0.599871754770411 1
Npas2 0.599871754770411 1
Nr2f6(var.2) 0.599871754770411 1
CUX1 0.599871754770411 1
PAX1 0.599871754770411 1
PAX9 0.599871754770411 1
JUN-JUNB 0.599871754770411 1
FOSL1-JUND(var.2) 0.599871754770411 1
VDR 0.599871754770411 1
FOXF2 0.638414303084451 1
E2F6 0.638414303084451 1
CDX2 0.638414303084451 1
Sox2 0.638414303084451 1
HNF1B 0.638414303084451 1
IRF8 0.638414303084451 1
BHLHE23 0.638414303084451 1
ISL2 0.638414303084451 1
RARA-RXRA-IR7 0.638414303084451 1
RORA(var.2) 0.675601512766447 1
RUNX1 0.675601512766447 1
Sox6 0.675601512766447 1
HOXC11 0.675601512766447 1
ZNF410 0.675601512766447 1
HOXC10 0.675601512766447 1
RARA-RXRA-IR8 0.675601512766447 1
Pax6 0.711115883945679 1
POU6F1 0.711115883945679 1
PAX3 0.711115883945679 1
Foxj3 0.711115883945679 1
E2F2 0.711115883945679 1
KLF4 0.711115883945679 1
PAX5 0.711115883945679 1
RARA-RXRA-IR2 0.711115883945679 1
RARA-RXRA-ER0 0.711115883945679 1
Foxq1 0.744687444319999 1
EWSR1-FLI1 0.744687444319999 1
STAT1-STAT2 0.744687444319999 1
JUN(var.2) 0.744687444319999 1
BARHL2 0.744687444319999 1
HOXA13 0.744687444319999 1
NEUROD2 0.744687444319999 1
PAX7 0.744687444319999 1
OTX1 0.744687444319999 1
ONECUT2 0.744687444319999 1
TFAP2C(var.3) 0.744687444319999 1
E2F1 0.744687444319999 1
TFAP2A(var.3) 0.744687444319999 1
FOSL2-JUN 0.744687444319999 1
FOS-JUND 0.744687444319999 1
RARA-RXRA-DR4 0.744687444319999 1
TFCP2 0.776099413621563 1
HSF2 0.776099413621563 1
PROX1 0.776099413621563 1
TFAP2B 0.776099413621563 1
GATA2 0.776099413621563 1
PRDM1 0.776099413621563 1
RARA-RXRA-ER7 0.776099413621563 1
Stat4 0.805191462278587 1
NR2C2 0.805191462278587 1
GATA1-TAL1 0.805191462278587 1
NFAT5 0.805191462278587 1
HNF1A 0.805191462278587 1
SNAI2 0.805191462278587 1
YY2 0.805191462278587 1
TFAP2A(var.2) 0.805191462278587 1
TFAP2B(var.3) 0.805191462278587 1
HOXD11 0.805191462278587 1
GRHL2 0.805191462278587 1
KLF9 0.805191462278587 1
HOXA5 0.831860546402674 1
NR2F1 0.831860546402674 1
ATF4 0.831860546402674 1
Rarg(var.2) 0.831860546402674 1
SOX4 0.831860546402674 1
GSC2 0.831860546402674 1
HOXC13 0.831860546402674 1
Hoxa11 0.831860546402674 1
ASCL1 0.831860546402674 1
Rarg 0.856059444462883 1
HOXD13 0.856059444462883 1
FOSL2-JUNB 0.856059444462883 1
RARA-RXRA-ER6 0.856059444462883 1
Ddit3-Cebpa 0.877793245916657 1
RREB1 0.877793245916657 1
CEBPA 0.877793245916657 1
Bach1-Mafk 0.877793245916657 1
OTX2 0.877793245916657 1
FOXC1 0.877793245916657 1
PPARA-RXRA 0.877793245916657 1
RARA-RXRA-ER5 0.877793245916657 1
Lhx3 0.897114140313442 1
Crx 0.897114140313442 1
ZNF263 0.897114140313442 1
DBP 0.897114140313442 1
GSC 0.897114140313442 1
Pitx1 0.897114140313442 1
RFX5 0.897114140313442 1
NR1H4 0.897114140313442 1
EGR1 0.897114140313442 1
Pparg-Rxra 0.914114921588031 1
Stat5a-Stat5b 0.914114921588031 1
VAX2 0.914114921588031 1
GLI2 0.914114921588031 1
ONECUT3 0.914114921588031 1
RUNX2 0.914114921588031 1
TFAP2A 0.914114921588031 1
Rarb 0.914114921588031 1
CDX1 0.914114921588031 1
HOXB13 0.914114921588031 1
CTCFL 0.914114921588031 1
Nkx2-5 0.9289216542697 1
TBP 0.9289216542697 1
Arid5a 0.9289216542697 1
MSX1 0.9289216542697 1
Nr2e1 0.9289216542697 1
Lhx8 0.9289216542697 1
VAX1 0.9289216542697 1
GATA5 0.9289216542697 1
HOXC12 0.9289216542697 1
ZNF384 0.9289216542697 1
Nobox 0.941685947145664 1
PLAG1 0.941685947145664 1
Zfx 0.941685947145664 1
NFATC3 0.941685947145664 1
PITX3 0.941685947145664 1
VSX2 0.941685947145664 1
E2F3 0.941685947145664 1
Alx4 0.941685947145664 1
IRF3 0.941685947145664 1
ZNF354C 0.952577249263055 1
INSM1 0.952577249263055 1
SP2 0.952577249263055 1
LBX1 0.952577249263055 1
TFAP2C 0.952577249263055 1
Sox11 0.952577249263055 1
HOXD12 0.952577249263055 1
FOSL2 0.961775528844206 1
HSF1 0.961775528844206 1
LHX6 0.961775528844206 1
MNX1 0.961775528844206 1
KLF14 0.961775528844206 1
Barhl1 0.961775528844206 1
NFATC2 0.969464624826607 1
Stat6 0.969464624826607 1
STAT3 0.969464624826607 1
LIN54 0.969464624826607 1
RUNX3 0.969464624826607 1
LHX9 0.969464624826607 1
PHOX2A 0.969464624826607 1
GLIS2 0.969464624826607 1
E2F7 0.969464624826607 1
NR2F2 0.969464624826607 1
MZF1 0.975826480882376 1
Hoxc9 0.975826480882376 1
Arid3b 0.975826480882376 1
EMX1 0.975826480882376 1
EN2 0.975826480882376 1
EGR3 0.975826480882376 1
TFAP2C(var.2) 0.975826480882376 1
Alx1 0.975826480882376 1
GMEB2 0.975826480882376 1
HOXA10 0.975826480882376 1
HOXB3 0.975826480882376 1
Hoxd8 0.975826480882376 1
ZNF24 0.975826480882376 1
RARA-RXRA-DR6 0.975826480882376 1
PBX1 0.981036390176296 1
SP1 0.981036390176296 1
EN1 0.981036390176296 1
HINFP 0.981036390176296 1
Hnf4a 0.981036390176296 1
HSF4 0.981036390176296 1
Hand1-Tcf3 0.985259302104385 1
Crem 0.985259302104385 1
KLF16 0.985259302104385 1
CUX2 0.985259302104385 1
ZNF282 0.985259302104385 1
Smad4 0.985259302104385 1
ESX1 0.988647174758503 1
MEOX1 0.988647174758503 1
NKX6-1 0.988647174758503 1
SP4 0.988647174758503 1
Lhx4 0.988647174758503 1
MEOX2 0.988647174758503 1
VENTX 0.988647174758503 1
EGR4 0.988647174758503 1
TFAP2B(var.2) 0.988647174758503 1
E2F8 0.988647174758503 1
Hoxd9 0.988647174758503 1
RELB 0.988647174758503 1
RARA-RXRG 0.988647174758503 1
Bcl6 0.991337302221035 1
NFATC1 0.991337302221035 1
VSX1 0.991337302221035 1
SOX21 0.991337302221035 1
GBX1 0.991337302221035 1
GSX2 0.991337302221035 1
EBF1 0.993451505701979 1
Phox2b 0.993451505701979 1
SPI1 0.993451505701979 1
LBX2 0.993451505701979 1
Msx3 0.993451505701979 1
POU4F3 0.993451505701979 1
EMX2 0.993451505701979 1
GBX2 0.993451505701979 1
SPIB 0.995096052182578 1
STAT1 0.995096052182578 1
CENPB 0.995096052182578 1
Shox2 0.995096052182578 1
FOXB1 0.995096052182578 1
Hoxb5 0.995096052182578 1
ALX3 0.996362152579844 1
LMX1A 0.996362152579844 1
SP3 0.996362152579844 1
POU4F1 0.996362152579844 1
BSX 0.996362152579844 1
Dlx4 0.996362152579844 1
DLX6 0.996362152579844 1
GSX1 0.996362152579844 1
RARA-RXRA-IR5 0.996362152579844 1
E2F4 0.99732689154689 1
mix-a 0.99732689154689 1
Klf12 0.99732689154689 1
MEF2D 0.99732689154689 1
Prrx2 0.998054450381793 1
ZIC1 0.998054450381793 1
MSX2 0.998054450381793 1
MEF2A 0.998054450381793 1
HOXB2 0.998054450381793 1
GATA3 0.998054450381793 1
Sox17 0.998597500432221 1
RARA-RXRA 0.998597500432221 1
BATF-JUN 0.998597500432221 1
MIXL1 0.998597500432221 1
PRRX1 0.998597500432221 1
RAX2 0.998597500432221 1
UNCX 0.998597500432221 1
BARX1 0.998597500432221 1
HOXA2 0.998597500432221 1
TFDP1 0.998597500432221 1
RARA-RXRA-DR5 0.998597500432221 1
RARA-RXRA-ER1 0.998597500432221 1
SRY 0.998998664232075 1
Znf423 0.998998664232075 1
ISX 0.998998664232075 1
ZBTB7C 0.998998664232075 1
PDX1 0.998998664232075 1
SP8 0.998998664232075 1
HESX1 0.998998664232075 1
SOX13 0.998998664232075 1
RARA-RXRA-ER2 0.998998664232075 1
NKX6-2 0.999291963060124 1
LHX2 0.999291963060124 1
PROP1 0.999291963060124 1
ZIC4 0.999291963060124 1
NFKB1 0.999291963060124 1
Dlx3 0.999291963060124 1
PAX4 0.999504190768394 1
POU4F2 0.999504190768394 1
Dlx1 0.999504190768394 1
Dlx2 0.999504190768394 1
SOX9 0.999656173181263 1
ELF3 0.999656173181263 1
MEF2B 0.999656173181263 1
SPIC 0.999656173181263 1
ZBTB7B 0.999656173181263 1
NOTO 0.999656173181263 1
RELA 0.999763889197717 1
ZIC3 0.999763889197717 1
ZNF740 0.999763889197717 1
ELF5 0.999839443467119 1
RARA-RXRA-IR0 0.999839443467119 1
POU2F2 0.999891891048763 1
SHOX 0.999891891048763 1
RARA(var.2) 0.999891891048763 1
Rarb(var.2) 0.999891891048763 1
MZF1(var.2) 0.999927921979668 1
TEAD3 0.999927921979668 1
Sox5 0.999952418520129 1
LMX1B 0.999952418520129 1
SOX15 0.999968900480135 1
NFKB2 0.999979874941834 1
RAX 0.999994864662433 1
TEAD2 0.999994864662433 1
SPDEF 0.999996807729014 1
TEAD4 0.999998035565256 1
POU5F1 0.999998035565256 1
ETV2 0.999998803339202 1
EVX2 0.99999927841287 1
TEAD1 0.999999745532527 1
EVX1 0.999999851188672 1
Pou5f1-Sox2 0.999999950653896 1
KLF5 0.99999997202021 1
POU3F4 0.99999997202021 1
EHF 0.999999984298403 1
ETV6 0.999999984298403 1
Klf1 0.999999995206825 1
REL 0.999999997392754 1
FEV 0.999999997392754 1
Pou2f3 0.999999998596521 1
ERG 0.999999998596521 1
ETS1 0.999999999252374 1
ETV4 0.9999999996059 1
FLI1 0.999999999794429 1
ELF1 0.999999999794429 1
POU5F1B 0.999999999945809 1
ETV1 0.999999999972615 1
ETV5 0.999999999972615 1
POU2F1 0.999999999972615 1
ERF 0.999999999986307 1
POU3F3 0.999999999993226 1
POU3F1 0.999999999999635 1
POU3F2 0.999999999999635 1
ELF4 0.999999999999921 1
POU1F1 0.999999999999983 1
ELK3 0.999999999999999 1
ETV3 1 1
ELK1 1 1
Gabpa 1 1
ELK4 1 1
ZBTB7A 1 1
