pvalues_RARa_high padj_RARa_high
CTCFL 0.102885859686558 0.280850589955199
Lhx3 0.122206754083343 0.320594341880978
Crx 0.122206754083343 0.320594341880978
ZNF263 0.122206754083343 0.320594341880978
DBP 0.122206754083343 0.320594341880978
GSC 0.122206754083343 0.320594341880978
Pitx1 0.122206754083343 0.320594341880978
RFX5 0.122206754083343 0.320594341880978
NR1H4 0.122206754083343 0.320594341880978
EGR1 0.122206754083343 0.320594341880978
Ddit3-Cebpa 0.143940555537117 0.36497061362131
RREB1 0.143940555537117 0.36497061362131
CEBPA 0.143940555537117 0.36497061362131
Bach1-Mafk 0.143940555537117 0.36497061362131
OTX2 0.143940555537117 0.36497061362131
FOXC1 0.143940555537117 0.36497061362131
PPARA-RXRA 0.143940555537117 0.36497061362131
RARA-RXRA-ER5 0.143940555537117 0.36497061362131
Rarg 0.168139453597325 0.419310736131602
HOXD13 0.168139453597325 0.419310736131602
FOSL2-JUNB 0.168139453597325 0.419310736131602
RARA-RXRA-ER6 0.168139453597325 0.419310736131602
HOXA5 0.194808537721413 0.468468150234827
NR2F1 0.194808537721413 0.468468150234827
ATF4 0.194808537721413 0.468468150234827
Rarg(var.2) 0.194808537721413 0.468468150234827
SOX4 0.194808537721413 0.468468150234827
GSC2 0.194808537721413 0.468468150234827
HOXC13 0.194808537721413 0.468468150234827
Hoxa11 0.194808537721413 0.468468150234827
ASCL1 0.194808537721413 0.468468150234827
Stat4 0.223900586378437 0.513953618732322
NR2C2 0.223900586378437 0.513953618732322
GATA1-TAL1 0.223900586378437 0.513953618732322
NFAT5 0.223900586378437 0.513953618732322
HNF1A 0.223900586378437 0.513953618732322
SNAI2 0.223900586378437 0.513953618732322
YY2 0.223900586378437 0.513953618732322
TFAP2A(var.2) 0.223900586378437 0.513953618732322
TFAP2B(var.3) 0.223900586378437 0.513953618732322
HOXD11 0.223900586378437 0.513953618732322
GRHL2 0.223900586378437 0.513953618732322
KLF9 0.223900586378437 0.513953618732322
TFCP2 0.255312555680001 0.570920327461552
HSF2 0.255312555680001 0.570920327461552
PROX1 0.255312555680001 0.570920327461552
TFAP2B 0.255312555680001 0.570920327461552
GATA2 0.255312555680001 0.570920327461552
PRDM1 0.255312555680001 0.570920327461552
RARA-RXRA-ER7 0.255312555680001 0.570920327461552
Foxq1 0.288884116054321 0.609978307766267
EWSR1-FLI1 0.288884116054321 0.609978307766267
STAT1-STAT2 0.288884116054321 0.609978307766267
JUN(var.2) 0.288884116054321 0.609978307766267
BARHL2 0.288884116054321 0.609978307766267
HOXA13 0.288884116054321 0.609978307766267
NEUROD2 0.288884116054321 0.609978307766267
PAX7 0.288884116054321 0.609978307766267
OTX1 0.288884116054321 0.609978307766267
ONECUT2 0.288884116054321 0.609978307766267
TFAP2C(var.3) 0.288884116054321 0.609978307766267
E2F1 0.288884116054321 0.609978307766267
TFAP2A(var.3) 0.288884116054321 0.609978307766267
FOSL2-JUN 0.288884116054321 0.609978307766267
FOS-JUND 0.288884116054321 0.609978307766267
RARA-RXRA-DR4 0.288884116054321 0.609978307766267
Pax6 0.324398487233553 0.664140146160585
POU6F1 0.324398487233553 0.664140146160585
PAX3 0.324398487233553 0.664140146160585
Foxj3 0.324398487233553 0.664140146160585
E2F2 0.324398487233553 0.664140146160585
KLF4 0.324398487233553 0.664140146160585
PAX5 0.324398487233553 0.664140146160585
RARA-RXRA-IR2 0.324398487233553 0.664140146160585
RARA-RXRA-ER0 0.324398487233553 0.664140146160585
RORA(var.2) 0.361585696915549 0.723171393831099
RUNX1 0.361585696915549 0.723171393831099
Sox6 0.361585696915549 0.723171393831099
HOXC11 0.361585696915549 0.723171393831099
ZNF410 0.361585696915549 0.723171393831099
HOXC10 0.361585696915549 0.723171393831099
RARA-RXRA-IR8 0.361585696915549 0.723171393831099
FOXF2 0.400128245229589 0.777172168619009
E2F6 0.400128245229589 0.777172168619009
CDX2 0.400128245229589 0.777172168619009
Sox2 0.400128245229589 0.777172168619009
HNF1B 0.400128245229589 0.777172168619009
IRF8 0.400128245229589 0.777172168619009
BHLHE23 0.400128245229589 0.777172168619009
ISL2 0.400128245229589 0.777172168619009
RARA-RXRA-IR7 0.400128245229589 0.777172168619009
MAX-MYC 0.4396690062458 0.824889838343513
NR4A2 0.4396690062458 0.824889838343513
MEF2C 0.4396690062458 0.824889838343513
Npas2 0.4396690062458 0.824889838343513
Nr2f6(var.2) 0.4396690062458 0.824889838343513
CUX1 0.4396690062458 0.824889838343513
PAX1 0.4396690062458 0.824889838343513
PAX9 0.4396690062458 0.824889838343513
JUN-JUNB 0.4396690062458 0.824889838343513
FOSL1-JUND(var.2) 0.4396690062458 0.824889838343513
VDR 0.4396690062458 0.824889838343513
FOSL1 0.479821051262017 0.875817942966212
Hoxa9 0.479821051262017 0.875817942966212
THAP1 0.479821051262017 0.875817942966212
KLF13 0.479821051262017 0.875817942966212
FOXP3 0.479821051262017 0.875817942966212
BACH2 0.479821051262017 0.875817942966212
FOSB-JUNB 0.479821051262017 0.875817942966212
JUNB(var.2) 0.479821051262017 0.875817942966212
FOSL2-JUND 0.479821051262017 0.875817942966212
Sox3 0.520178948737982 0.913705631696281
FOS 0.520178948737982 0.913705631696281
JDP2 0.520178948737982 0.913705631696281
RARA 0.520178948737982 0.913705631696281
BCL6B 0.520178948737982 0.913705631696281
GLIS3 0.520178948737982 0.913705631696281
SCRT1 0.520178948737982 0.913705631696281
RFX2 0.520178948737982 0.913705631696281
FOXC2 0.520178948737982 0.913705631696281
FOSL2-JUND(var.2) 0.520178948737982 0.913705631696281
NR4A2-RXRA 0.520178948737982 0.913705631696281
RORB 0.520178948737982 0.913705631696281
RARA-RXRA-IR1 0.520178948737982 0.913705631696281
Arid3a 0.5603309937542 0.956508682295902
JUND(var.2) 0.5603309937542 0.956508682295902
JUNB 0.5603309937542 0.956508682295902
SREBF1 0.5603309937542 0.956508682295902
SCRT2 0.5603309937542 0.956508682295902
GCM2 0.5603309937542 0.956508682295902
Arx 0.5603309937542 0.956508682295902
Dmbx1 0.5603309937542 0.956508682295902
FOS-JUN 0.5603309937542 0.956508682295902
RARA-RXRA-IR4 0.5603309937542 0.956508682295902
Foxo1 0.599871754770411 0.998687591733157
DUX4 0.599871754770411 0.998687591733157
Dux 0.599871754770411 0.998687591733157
ZNF143 0.599871754770411 0.998687591733157
MYBL2 0.599871754770411 0.998687591733157
Mafb 0.599871754770411 0.998687591733157
MYC 0.599871754770411 0.998687591733157
PBX2 0.599871754770411 0.998687591733157
FOSB-JUNB(var.2) 0.599871754770411 0.998687591733157
Foxd3 0.638414303084451 0.999999995206825
Foxa2 0.638414303084451 0.999999995206825
YY1 0.638414303084451 0.999999995206825
Bhlha15 0.638414303084451 0.999999995206825
HLF 0.638414303084451 0.999999995206825
POU6F2 0.638414303084451 0.999999995206825
CEBPB 0.638414303084451 0.999999995206825
Hoxd3 0.638414303084451 0.999999995206825
MAFK 0.638414303084451 0.999999995206825
TWIST1 0.638414303084451 0.999999995206825
RARA-RXRA-DR0 0.638414303084451 0.999999995206825
NFIL3 0.675601512766447 0.999999995206825
HLTF 0.675601512766447 0.999999995206825
Rfx1 0.675601512766447 0.999999995206825
NFYB 0.675601512766447 0.999999995206825
TFAP4 0.675601512766447 0.999999995206825
NFE2 0.675601512766447 0.999999995206825
TP53 0.675601512766447 0.999999995206825
FOXP1 0.675601512766447 0.999999995206825
NR4A1 0.675601512766447 0.999999995206825
FOSL1-JUND 0.675601512766447 0.999999995206825
TAL1-TCF3 0.711115883945679 0.999999995206825
CTCF 0.711115883945679 0.999999995206825
FOXG1 0.711115883945679 0.999999995206825
Foxj2 0.711115883945679 0.999999995206825
Rhox11 0.711115883945679 0.999999995206825
FOXI1 0.711115883945679 0.999999995206825
GCM1 0.711115883945679 0.999999995206825
OLIG2 0.711115883945679 0.999999995206825
ZBED1 0.711115883945679 0.999999995206825
IRF7 0.711115883945679 0.999999995206825
RFX4 0.711115883945679 0.999999995206825
Atoh1 0.711115883945679 0.999999995206825
CEBPD 0.711115883945679 0.999999995206825
MAFF 0.711115883945679 0.999999995206825
MYCN 0.711115883945679 0.999999995206825
FOS-JUNB 0.711115883945679 0.999999995206825
IRF2 0.744687444319999 0.999999995206825
Nr2e3 0.744687444319999 0.999999995206825
JDP2(var.2) 0.744687444319999 0.999999995206825
TBX20 0.744687444319999 0.999999995206825
NR3C1 0.744687444319999 0.999999995206825
RFX3 0.744687444319999 0.999999995206825
BHLHE22 0.744687444319999 0.999999995206825
SOX8 0.744687444319999 0.999999995206825
Hmx3 0.744687444319999 0.999999995206825
MXI1 0.744687444319999 0.999999995206825
NEUROD1 0.744687444319999 0.999999995206825
FOSL1-JUN 0.744687444319999 0.999999995206825
FOXD1 0.776099413621563 0.999999995206825
RXRA-VDR 0.776099413621563 0.999999995206825
JUND 0.776099413621563 0.999999995206825
Ar 0.776099413621563 0.999999995206825
OLIG3 0.776099413621563 0.999999995206825
FOXO6 0.776099413621563 0.999999995206825
TP63 0.776099413621563 0.999999995206825
TP73 0.776099413621563 0.999999995206825
Hmx2 0.776099413621563 0.999999995206825
CREB1 0.776099413621563 0.999999995206825
FOXK1 0.776099413621563 0.999999995206825
FOXK2 0.776099413621563 0.999999995206825
FOS-JUN(var.2) 0.776099413621563 0.999999995206825
FOSL2-JUNB(var.2) 0.776099413621563 0.999999995206825
NFIC-TLX1 0.805191462278587 0.999999995206825
USF1 0.805191462278587 0.999999995206825
Neurog1 0.805191462278587 0.999999995206825
NKX3-2 0.805191462278587 0.999999995206825
ATF7 0.805191462278587 0.999999995206825
FOXO4 0.805191462278587 0.999999995206825
NFIC 0.805191462278587 0.999999995206825
NR1A4-RXRA 0.805191462278587 0.999999995206825
IRF5 0.805191462278587 0.999999995206825
RARA-RXRA-DR7 0.805191462278587 0.999999995206825
RARA-RXRA-IR6 0.805191462278587 0.999999995206825
JUN 0.831860546402674 0.999999995206825
HNF4G 0.831860546402674 0.999999995206825
FOXA1 0.831860546402674 0.999999995206825
IRF1 0.831860546402674 0.999999995206825
Nfe2l2 0.831860546402674 0.999999995206825
Atf3 0.831860546402674 0.999999995206825
GRHL1 0.831860546402674 0.999999995206825
Sox1 0.831860546402674 0.999999995206825
FOSL1-JUNB 0.831860546402674 0.999999995206825
RORC 0.831860546402674 0.999999995206825
IRF4 0.831860546402674 0.999999995206825
Myod1 0.856059444462883 0.999999995206825
Gata1 0.856059444462883 0.999999995206825
FOXP2 0.856059444462883 0.999999995206825
Mlxip 0.856059444462883 0.999999995206825
GLIS1 0.856059444462883 0.999999995206825
Ascl2 0.856059444462883 0.999999995206825
CEBPE 0.856059444462883 0.999999995206825
CEBPG 0.856059444462883 0.999999995206825
RXRB 0.856059444462883 0.999999995206825
Hmx1 0.856059444462883 0.999999995206825
GATA6 0.856059444462883 0.999999995206825
FOSB-JUN 0.856059444462883 0.999999995206825
FOSL2-JUN(var.2) 0.856059444462883 0.999999995206825
Gfi1b 0.877793245916657 0.999999995206825
FOXH1 0.877793245916657 0.999999995206825
Esrrg 0.877793245916657 0.999999995206825
NEUROG2 0.877793245916657 0.999999995206825
EGR2 0.877793245916657 0.999999995206825
MYBL1 0.877793245916657 0.999999995206825
NRL 0.877793245916657 0.999999995206825
FOXD2 0.877793245916657 0.999999995206825
RXRG 0.877793245916657 0.999999995206825
DUXA 0.877793245916657 0.999999995206825
ZEB1 0.877793245916657 0.999999995206825
RARA-RXRA-DR8 0.877793245916657 0.999999995206825
RARA-RXRA-IR3 0.877793245916657 0.999999995206825
Gfi1 0.897114140313442 0.999999995206825
NRF1 0.897114140313442 0.999999995206825
SREBF2 0.897114140313442 0.999999995206825
Six3 0.897114140313442 0.999999995206825
MLX 0.897114140313442 0.999999995206825
ONECUT1 0.897114140313442 0.999999995206825
SMAD3 0.897114140313442 0.999999995206825
Spz1 0.914114921588031 0.999999995206825
Myog 0.914114921588031 0.999999995206825
RHOXF1 0.914114921588031 0.999999995206825
NR3C2 0.914114921588031 0.999999995206825
HIC2 0.914114921588031 0.999999995206825
Hic1 0.914114921588031 0.999999995206825
HES5 0.914114921588031 0.999999995206825
Tcf21 0.914114921588031 0.999999995206825
BATF3 0.914114921588031 0.999999995206825
MITF 0.914114921588031 0.999999995206825
FOSL1-JUN(var.2) 0.914114921588031 0.999999995206825
Nr5a2 0.9289216542697 0.999999995206825
ESR2 0.9289216542697 0.999999995206825
IRF9 0.9289216542697 0.999999995206825
MSC 0.9289216542697 0.999999995206825
RARA-RXRA-DR3 0.9289216542697 0.999999995206825
Nr1h3-Rxra 0.941685947145664 0.999999995206825
Tcf12 0.941685947145664 0.999999995206825
NFIX 0.941685947145664 0.999999995206825
NKX2-3 0.941685947145664 0.999999995206825
Rxra 0.941685947145664 0.999999995206825
SRF 0.941685947145664 0.999999995206825
ZBTB18 0.941685947145664 0.999999995206825
ESRRB 0.941685947145664 0.999999995206825
PBX3 0.941685947145664 0.999999995206825
RBPJ 0.941685947145664 0.999999995206825
MAFG-NFE2L1 0.952577249263055 0.999999995206825
MAF-NFE2 0.952577249263055 0.999999995206825
Gata4 0.952577249263055 0.999999995206825
TFEB 0.952577249263055 0.999999995206825
NFYA 0.952577249263055 0.999999995206825
RARA-RXRA-DR2 0.952577249263055 0.999999995206825
MLXIPL 0.961775528844206 0.999999995206825
Nkx3-1 0.961775528844206 0.999999995206825
CLOCK 0.961775528844206 0.999999995206825
FIGLA 0.961775528844206 0.999999995206825
HEY1 0.961775528844206 0.999999995206825
TCF3 0.961775528844206 0.999999995206825
SIX2 0.961775528844206 0.999999995206825
SOX10 0.961775528844206 0.999999995206825
RARA-RXRA-ER4 0.961775528844206 0.999999995206825
Hes2 0.969464624826607 0.999999995206825
FOXL1 0.969464624826607 0.999999995206825
MAFG 0.969464624826607 0.999999995206825
NKX2-8 0.969464624826607 0.999999995206825
Tcf7 0.969464624826607 0.999999995206825
TBX5 0.969464624826607 0.999999995206825
MAX 0.969464624826607 0.999999995206825
OLIG1 0.969464624826607 0.999999995206825
MYB 0.969464624826607 0.999999995206825
DMRT3 0.975826480882376 0.999999995206825
TCF4 0.975826480882376 0.999999995206825
JUN-JUNB(var.2) 0.975826480882376 0.999999995206825
TCF7L1 0.975826480882376 0.999999995206825
RARA-RXRA-ER8 0.975826480882376 0.999999995206825
REST 0.981036390176296 0.999999995206825
Nkx2-5(var.2) 0.981036390176296 0.999999995206825
ZBTB33 0.981036390176296 0.999999995206825
NHLH1 0.981036390176296 0.999999995206825
Creb5 0.981036390176296 0.999999995206825
CREB3 0.985259302104385 0.999999995206825
FOXO3 0.985259302104385 0.999999995206825
HES7 0.985259302104385 0.999999995206825
MTF1 0.985259302104385 0.999999995206825
Arnt 0.988647174758503 0.999999995206825
Twist2 0.988647174758503 0.999999995206825
Nr2f6 0.988647174758503 0.999999995206825
LEF1 0.988647174758503 0.999999995206825
TBX19 0.988647174758503 0.999999995206825
MNT 0.988647174758503 0.999999995206825
Mecom 0.991337302221035 0.999999995206825
PPARG 0.991337302221035 0.999999995206825
TCF7L2 0.991337302221035 0.999999995206825
Arntl 0.991337302221035 0.999999995206825
NFIA 0.991337302221035 0.999999995206825
TBX21 0.991337302221035 0.999999995206825
TBX15 0.991337302221035 0.999999995206825
TBX4 0.991337302221035 0.999999995206825
Srebf1(var.2) 0.991337302221035 0.999999995206825
USF2 0.991337302221035 0.999999995206825
Gmeb1 0.993451505701979 0.999999995206825
HEY2 0.993451505701979 0.999999995206825
MYF6 0.993451505701979 0.999999995206825
TBX2 0.993451505701979 0.999999995206825
TEF 0.993451505701979 0.999999995206825
TFEC 0.993451505701979 0.999999995206825
TFE3 0.993451505701979 0.999999995206825
NR1H2-RXRA 0.995096052182578 0.999999995206825
Id2 0.995096052182578 0.999999995206825
ESR1 0.995096052182578 0.999999995206825
TBR1 0.995096052182578 0.999999995206825
HMBOX1 0.995096052182578 0.999999995206825
HIF1A 0.995096052182578 0.999999995206825
ZSCAN4 0.995096052182578 0.999999995206825
RARA-RXRA-ER3 0.995096052182578 0.999999995206825
BHLHE40 0.996362152579844 0.999999995206825
Hes1 0.99732689154689 0.999999995206825
ID4 0.99732689154689 0.999999995206825
SREBF2(var.2) 0.99732689154689 0.999999995206825
CREB3L1 0.99732689154689 0.999999995206825
ARNT-HIF1A 0.998054450381793 0.999999995206825
SIX1 0.998054450381793 0.999999995206825
RARA-RXRA-DR1 0.998054450381793 0.999999995206825
XBP1 0.998597500432221 0.999999995206825
Tcfl5 0.998998664232075 0.999999995206825
Pax2 0.999504190768394 0.999999995206825
EOMES 0.999504190768394 0.999999995206825
Ahr-Arnt 0.999656173181263 0.999999995206825
PKNOX1 0.999656173181263 0.999999995206825
MGA 0.999656173181263 0.999999995206825
SMAD2-SMAD3-SMAD4 0.999763889197717 0.999999995206825
BHLHE41 0.999763889197717 0.999999995206825
TGIF1 0.999763889197717 0.999999995206825
TBX1 0.999763889197717 0.999999995206825
Atf1 0.999927921979668 0.999999995206825
Creb3l2 0.999952418520129 0.999999995206825
PKNOX2 0.999952418520129 0.999999995206825
RORA 0.999968900480135 0.999999995206825
MEIS3 0.999979874941834 0.999999995206825
